service_id,"date",exception_type
64911,"20230220",1
64911,"20230221",1
64911,"20230222",1
64910,"20230220",1
64910,"20230221",1
64910,"20230222",1
64938,"20230202",1
64938,"20230209",1
64938,"20230216",1
64939,"20230207",1
64939,"20230214",1
64948,"20230221",1
64923,"20230206",1
64923,"20230213",1
64925,"20230206",1
64925,"20230213",1
64927,"20230208",1
64927,"20230215",1
64929,"20230208",1
64929,"20230215",1
64932,"20230219",1
64935,"20230202",1
64935,"20230203",1
64935,"20230207",1
64935,"20230209",1
64935,"20230210",1
64935,"20230214",1
64935,"20230216",1
64935,"20230217",1
64937,"20230202",1
64937,"20230203",1
64937,"20230207",1
64937,"20230209",1
64937,"20230210",1
64937,"20230214",1
64937,"20230216",1
64937,"20230217",1
64945,"20230222",1
64946,"20230220",1
64946,"20230221",1
64921,"20230206",1
64921,"20230213",1
64928,"20230208",1
64928,"20230215",1
64942,"20230202",1
64942,"20230203",1
64942,"20230207",1
64942,"20230209",1
64942,"20230210",1
64942,"20230214",1
64942,"20230216",1
64942,"20230217",1
64941,"20230202",1
64941,"20230203",1
64941,"20230207",1
64941,"20230209",1
64941,"20230210",1
64941,"20230214",1
64941,"20230216",1
64941,"20230217",1
64924,"20230206",1
64924,"20230213",1
64926,"20230208",1
64926,"20230215",1
64933,"20230203",1
64933,"20230210",1
64933,"20230217",1
64936,"20230202",1
64936,"20230207",1
64936,"20230209",1
64936,"20230214",1
64936,"20230216",1
64940,"20230202",1
64940,"20230207",1
64940,"20230209",1
64940,"20230214",1
64940,"20230216",1
64944,"20230220",1
64944,"20230221",1
64917,"20230204",1
64917,"20230211",1
64917,"20230218",1
64918,"20230205",1
64918,"20230212",1
64918,"20230219",1
64919,"20230202",1
64919,"20230203",1
64919,"20230206",1
64919,"20230207",1
64919,"20230208",1
64919,"20230209",1
64919,"20230210",1
64919,"20230213",1
64919,"20230214",1
64919,"20230215",1
64919,"20230216",1
64919,"20230217",1
64920,"20230220",1
64920,"20230221",1
64920,"20230222",1
65079,"20230204",1
65079,"20230211",1
65079,"20230218",1
65081,"20230205",1
65081,"20230212",1
65081,"20230219",1
65102,"20230220",1
65102,"20230221",1
65104,"20230222",1
65064,"20230220",1
65064,"20230221",1
65065,"20230222",1
65073,"20230222",1
65022,"20230219",1
65096,"20230220",1
65096,"20230221",1
65099,"20230220",1
65099,"20230221",1
65101,"20230222",1
65049,"20230220",1
65061,"20230220",1
65061,"20230221",1
65062,"20230222",1
65123,"20230203",1
65124,"20230203",1
65153,"20230204",1
65153,"20230211",1
65153,"20230218",1
65166,"20230208",1
65166,"20230215",1
65263,"20230220",1
65263,"20230221",1
65263,"20230222",1
65164,"20230202",1
65164,"20230203",1
65164,"20230206",1
65164,"20230207",1
65164,"20230209",1
65164,"20230210",1
65164,"20230213",1
65164,"20230214",1
65164,"20230216",1
65164,"20230217",1
65276,"20230202",1
65276,"20230203",1
65276,"20230206",1
65276,"20230207",1
65276,"20230209",1
65276,"20230210",1
65276,"20230213",1
65276,"20230214",1
65276,"20230216",1
65276,"20230217",1
65272,"20230208",1
65272,"20230215",1
65273,"20230208",1
65273,"20230215",1
65277,"20230202",1
65277,"20230203",1
65277,"20230206",1
65277,"20230207",1
65277,"20230209",1
65277,"20230210",1
65277,"20230213",1
65277,"20230214",1
65277,"20230216",1
65277,"20230217",1
65269,"20230202",1
65269,"20230203",1
65269,"20230206",1
65269,"20230207",1
65269,"20230209",1
65269,"20230210",1
65269,"20230213",1
65269,"20230214",1
65269,"20230216",1
65269,"20230217",1
65202,"20230208",1
65202,"20230215",1
65204,"20230204",1
65204,"20230211",1
65204,"20230218",1
65206,"20230205",1
65206,"20230212",1
65206,"20230219",1
65207,"20230202",1
65207,"20230203",1
65207,"20230206",1
65207,"20230207",1
65207,"20230209",1
65207,"20230210",1
65207,"20230213",1
65207,"20230214",1
65207,"20230216",1
65207,"20230217",1
65208,"20230202",1
65208,"20230203",1
65208,"20230206",1
65208,"20230207",1
65208,"20230209",1
65208,"20230210",1
65208,"20230213",1
65208,"20230214",1
65208,"20230216",1
65208,"20230217",1
65209,"20230220",1
65209,"20230221",1
65209,"20230222",1
65284,"20230208",1
65284,"20230215",1
65286,"20230204",1
65286,"20230211",1
65286,"20230218",1
65293,"20230202",1
65293,"20230203",1
65293,"20230206",1
65293,"20230207",1
65293,"20230209",1
65293,"20230210",1
65293,"20230213",1
65293,"20230214",1
65293,"20230216",1
65293,"20230217",1
65294,"20230220",1
65294,"20230221",1
65294,"20230222",1
65316,"20230220",1
65316,"20230221",1
65316,"20230222",1
65203,"20230208",1
65203,"20230215",1
65213,"20230202",1
65213,"20230203",1
65213,"20230206",1
65213,"20230207",1
65213,"20230209",1
65213,"20230210",1
65213,"20230213",1
65213,"20230214",1
65213,"20230216",1
65213,"20230217",1
65308,"20230208",1
65308,"20230215",1
65313,"20230202",1
65313,"20230203",1
65313,"20230206",1
65313,"20230207",1
65313,"20230209",1
65313,"20230210",1
65313,"20230213",1
65313,"20230214",1
65313,"20230216",1
65313,"20230217",1
65315,"20230202",1
65315,"20230203",1
65315,"20230206",1
65315,"20230207",1
65315,"20230209",1
65315,"20230210",1
65315,"20230213",1
65315,"20230214",1
65315,"20230216",1
65315,"20230217",1
65309,"20230208",1
65309,"20230215",1
65289,"20230203",1
65289,"20230210",1
65289,"20230217",1
65290,"20230206",1
65290,"20230213",1
65291,"20230202",1
65291,"20230206",1
65291,"20230207",1
65291,"20230209",1
65291,"20230213",1
65291,"20230214",1
65291,"20230216",1
65192,"20230203",1
65192,"20230210",1
65192,"20230217",1
65194,"20230202",1
65194,"20230206",1
65194,"20230207",1
65194,"20230209",1
65194,"20230213",1
65194,"20230214",1
65194,"20230216",1
65169,"20230208",1
65169,"20230215",1
65172,"20230205",1
65172,"20230212",1
65172,"20230219",1
65191,"20230205",1
65191,"20230212",1
65191,"20230219",1
65232,"20230208",1
65232,"20230215",1
65237,"20230205",1
65237,"20230212",1
65237,"20230219",1
65241,"20230202",1
65241,"20230203",1
65241,"20230206",1
65241,"20230207",1
65241,"20230209",1
65241,"20230210",1
65241,"20230213",1
65241,"20230214",1
65241,"20230216",1
65241,"20230217",1
65235,"20230204",1
65235,"20230211",1
65235,"20230218",1
65245,"20230220",1
65245,"20230221",1
65245,"20230222",1
65234,"20230208",1
65234,"20230215",1
65240,"20230202",1
65240,"20230203",1
65240,"20230206",1
65240,"20230207",1
65240,"20230209",1
65240,"20230210",1
65240,"20230213",1
65240,"20230214",1
65240,"20230216",1
65240,"20230217",1
65238,"20230203",1
65238,"20230210",1
65238,"20230217",1
65185,"20230208",1
65185,"20230215",1
65196,"20230202",1
65196,"20230206",1
65196,"20230207",1
65196,"20230209",1
65196,"20230213",1
65196,"20230214",1
65196,"20230216",1
65217,"20230220",1
65217,"20230221",1
65217,"20230222",1
63883,"20230208",1
63883,"20230215",1
63885,"20230208",1
63885,"20230215",1
63887,"20230204",1
63887,"20230211",1
63887,"20230218",1
63889,"20230205",1
63889,"20230212",1
63889,"20230219",1
63892,"20230202",1
63892,"20230203",1
63892,"20230206",1
63892,"20230207",1
63892,"20230209",1
63892,"20230210",1
63892,"20230213",1
63892,"20230214",1
63892,"20230216",1
63892,"20230217",1
63893,"20230202",1
63893,"20230203",1
63893,"20230206",1
63893,"20230207",1
63893,"20230209",1
63893,"20230210",1
63893,"20230213",1
63893,"20230214",1
63893,"20230216",1
63893,"20230217",1
63897,"20230220",1
63897,"20230221",1
63897,"20230222",1
65233,"20230208",1
65233,"20230215",1
65242,"20230202",1
65242,"20230203",1
65242,"20230206",1
65242,"20230209",1
65242,"20230210",1
65242,"20230213",1
65242,"20230216",1
65242,"20230217",1
65244,"20230207",1
65244,"20230214",1
65225,"20230202",1
65225,"20230203",1
65225,"20230206",1
65225,"20230207",1
65225,"20230208",1
65225,"20230209",1
65225,"20230210",1
65225,"20230213",1
65225,"20230214",1
65225,"20230215",1
65225,"20230216",1
65225,"20230217",1
65227,"20230220",1
65227,"20230221",1
65227,"20230222",1
65228,"20230204",1
65228,"20230211",1
65228,"20230218",1
65230,"20230205",1
65230,"20230212",1
65230,"20230219",1
65486,"20230203",1
65486,"20230210",1
65486,"20230217",1
65409,"20230204",1
65409,"20230211",1
65409,"20230218",1
65410,"20230205",1
65410,"20230212",1
65410,"20230219",1
65407,"20230203",1
65407,"20230210",1
65407,"20230217",1
65412,"20230202",1
65412,"20230206",1
65412,"20230207",1
65412,"20230209",1
65412,"20230213",1
65412,"20230214",1
65412,"20230216",1
65405,"20230208",1
65405,"20230215",1
65403,"20230208",1
65403,"20230215",1
65413,"20230202",1
65413,"20230206",1
65413,"20230207",1
65413,"20230209",1
65413,"20230213",1
65413,"20230214",1
65413,"20230216",1
65348,"20230206",1
65348,"20230213",1
65351,"20230207",1
65351,"20230214",1
65354,"20230208",1
65354,"20230215",1
65358,"20230202",1
65358,"20230209",1
65358,"20230216",1
65362,"20230203",1
65362,"20230210",1
65362,"20230217",1
65345,"20230206",1
65345,"20230213",1
65352,"20230207",1
